date,classification,net_score,bull_score,bear_score,n_bull_patterns,n_bear_patterns,paksha,tithi_num,tithi_quality,nak_mo_name,yoga_name,yoga_quality,karana,vara_lord,dig_Ju,dig_Sa,dig_Mo,retro_Me,comb_Mo,gajakesari,sade_sati,mahadasha,active_bull_patterns,active_bear_patterns
2027-02-05,PRIME_TRADE_BEAR,-1.053,0.0,1.053,0,3,KRISHNA,29,Rikta,UttaraAshadha,Siddhi,auspicious,Shakuni,Ve,exalted,neutral,neutral,0,0,1,1,Su,,dig_Mo|dig_Ma|dig_Me=neutral||friendly||neutral|dig_Sa|dig_Mo=neutral||neutral|dig_Sa=neutral
2027-02-08,PRIME_TRADE_BEAR,-1.053,0.0,1.053,0,3,SHUKLA,2,Bhadra,Shatabhisha,Parigha,inauspicious,Kaulava,Mo,exalted,neutral,neutral,0,0,0,1,Su,,dig_Mo|dig_Ma|dig_Me=neutral||friendly||neutral|dig_Sa|dig_Mo=neutral||neutral|dig_Sa=neutral
2027-02-09,PRIME_TRADE_BEAR,-1.053,0.0,1.053,0,3,SHUKLA,3,Jaya,PurvaBhadrapada,Shiva,auspicious,Garija,Ma,exalted,neutral,neutral,0,0,0,1,Su,,dig_Mo|dig_Ma|dig_Me=neutral||friendly||neutral|dig_Sa|dig_Mo=neutral||neutral|dig_Sa=neutral
2027-02-10,PRIME_TRADE_BEAR,-1.053,0.0,1.053,0,3,SHUKLA,4,Rikta,UttaraBhadrapada,Siddha,auspicious,Vishti,Me,exalted,neutral,neutral,1,0,0,1,Su,,dig_Mo|dig_Ma|dig_Me=neutral||friendly||neutral|dig_Sa|dig_Mo=neutral||neutral|dig_Sa=neutral
2027-02-11,PRIME_TRADE_BEAR,-1.053,0.0,1.053,0,3,SHUKLA,5,Purna,Revati,Sadhya,auspicious,Balava,Ju,exalted,neutral,neutral,1,0,0,1,Su,,dig_Mo|dig_Ma|dig_Me=neutral||friendly||neutral|dig_Sa|dig_Mo=neutral||neutral|dig_Sa=neutral
2027-02-12,PRIME_TRADE_BEAR,-1.053,0.0,1.053,0,3,SHUKLA,6,Nanda,Ashwini,Shubha,auspicious,Taitila,Ve,exalted,neutral,neutral,1,0,1,1,Su,,dig_Mo|dig_Ma|dig_Me=neutral||friendly||neutral|dig_Sa|dig_Mo=neutral||neutral|dig_Sa=neutral
2027-02-15,WATCH_BEAR,-0.3786,0.0,0.3786,0,1,SHUKLA,9,Rikta,Rohini,Vaidhriti,inauspicious,Kaulava,Mo,exalted,neutral,exalted,1,0,0,1,Su,,dig_Sa=neutral
2027-02-16,WATCH_BEAR,-0.3786,0.0,0.3786,0,1,SHUKLA,10,Purna,Mrigashira,Vishkambha,inauspicious,Garija,Ma,exalted,neutral,friendly,1,0,0,1,Su,,dig_Sa=neutral
2027-02-17,WATCH_BEAR,-0.3786,0.0,0.3786,0,1,SHUKLA,11,Nanda,Ardra,Priti,auspicious,Vishti,Me,exalted,neutral,friendly,1,0,0,1,Su,,dig_Sa=neutral
2027-02-18,WATCH_BEAR,-0.3786,0.0,0.3786,0,1,SHUKLA,13,Jaya,Punarvasu,Ayushman,auspicious,Kaulava,Ju,exalted,neutral,own,1,0,1,1,Su,,dig_Sa=neutral
2027-02-19,WATCH_BEAR,-0.3786,0.0,0.3786,0,1,SHUKLA,14,Rikta,Pushya,Saubhagya,auspicious,Garija,Ve,exalted,neutral,own,1,0,1,1,Su,,dig_Sa=neutral
2027-02-22,WATCH_BEAR,-0.3786,0.0,0.3786,0,1,KRISHNA,17,Bhadra,UttaraPhalguni,Dhriti,auspicious,Garija,Mo,exalted,neutral,friendly,1,0,0,1,Su,,dig_Sa=neutral
2027-02-23,WATCH_BEAR,-0.3786,0.0,0.3786,0,1,KRISHNA,18,Jaya,Hasta,Shoola,inauspicious,Vishti,Ma,exalted,neutral,friendly,1,0,0,1,Su,,dig_Sa=neutral
2027-02-24,WATCH_BEAR,-0.3786,0.0,0.3786,0,1,KRISHNA,19,Rikta,Chitra,Ganda,inauspicious,Balava,Me,exalted,neutral,friendly,1,0,0,1,Su,,dig_Sa=neutral
2027-02-25,PRIME_TRADE_BEAR,-1.053,0.0,1.053,0,3,KRISHNA,20,Purna,Swati,Vriddhi,auspicious,Taitila,Ju,exalted,neutral,neutral,1,0,1,1,Su,,dig_Mo|dig_Ma|dig_Me=neutral||friendly||neutral|dig_Sa|dig_Mo=neutral||neutral|dig_Sa=neutral
2027-02-26,PRIME_TRADE_BEAR,-1.053,0.0,1.053,0,3,KRISHNA,21,Nanda,Vishakha,Dhruva,auspicious,Vanija,Ve,exalted,neutral,neutral,1,0,1,1,Su,,dig_Mo|dig_Ma|dig_Me=neutral||friendly||neutral|dig_Sa|dig_Mo=neutral||neutral|dig_Sa=neutral
2027-03-01,PRIME_TRADE_BEAR,-1.053,0.0,1.053,0,3,KRISHNA,24,Rikta,Mula,Vajra,inauspicious,Garija,Mo,exalted,neutral,neutral,1,0,0,1,Su,,dig_Mo|dig_Ma|dig_Me=neutral||friendly||neutral|dig_Sa|dig_Mo=neutral||neutral|dig_Sa=neutral
2027-03-02,PRIME_TRADE_BEAR,-1.053,0.0,1.053,0,3,KRISHNA,25,Purna,Mula,Siddhi,auspicious,Vishti,Ma,exalted,neutral,neutral,1,0,0,1,Su,,dig_Mo|dig_Ma|dig_Me=neutral||friendly||neutral|dig_Sa|dig_Mo=neutral||neutral|dig_Sa=neutral
2027-03-03,PRIME_TRADE_BEAR,-1.053,0.0,1.053,0,3,KRISHNA,26,Nanda,PurvaAshadha,Vyatipata,inauspicious,Bava,Me,exalted,neutral,neutral,1,0,0,1,Su,,dig_Mo|dig_Ma|dig_Me=neutral||friendly||neutral|dig_Sa|dig_Mo=neutral||neutral|dig_Sa=neutral
2027-03-04,PRIME_TRADE_BEAR,-1.053,0.0,1.053,0,3,KRISHNA,27,Bhadra,UttaraAshadha,Variyan,auspicious,Kaulava,Ju,exalted,neutral,neutral,0,0,1,1,Su,,dig_Mo|dig_Ma|dig_Me=neutral||friendly||neutral|dig_Sa|dig_Mo=neutral||neutral|dig_Sa=neutral
2027-03-05,PRIME_TRADE_BEAR,-1.053,0.0,1.053,0,3,KRISHNA,28,Jaya,Shravana,Parigha,inauspicious,Garija,Ve,exalted,neutral,neutral,0,0,1,1,Su,,dig_Mo|dig_Ma|dig_Me=neutral||friendly||neutral|dig_Sa|dig_Mo=neutral||neutral|dig_Sa=neutral
2027-03-08,PRIME_TRADE_BEAR,-1.053,0.0,1.053,0,3,SHUKLA,1,Nanda,PurvaBhadrapada,Sadhya,auspicious,Kimstughna,Mo,exalted,neutral,neutral,0,1,0,1,Su,,dig_Mo|dig_Ma|dig_Me=neutral||friendly||neutral|dig_Sa|dig_Mo=neutral||neutral|dig_Sa=neutral
2027-03-09,PRIME_TRADE_BEAR,-1.053,0.0,1.053,0,3,SHUKLA,2,Bhadra,UttaraBhadrapada,Shubha,auspicious,Balava,Ma,exalted,neutral,neutral,0,0,0,1,Su,,dig_Mo|dig_Ma|dig_Me=neutral||friendly||neutral|dig_Sa|dig_Mo=neutral||neutral|dig_Sa=neutral
2027-03-10,WATCH_BEAR,-0.7415,0.0,0.7415,0,2,SHUKLA,3,Jaya,Revati,Shukla,auspicious,Taitila,Me,exalted,neutral,neutral,0,0,0,1,Su,,dig_Sa|dig_Mo=neutral||neutral|dig_Sa=neutral
2027-03-11,WATCH_BEAR,-0.7415,0.0,0.7415,0,2,SHUKLA,4,Rikta,Ashwini,Brahma,auspicious,Vanija,Ju,exalted,neutral,neutral,0,0,1,1,Su,,dig_Sa|dig_Mo=neutral||neutral|dig_Sa=neutral
2027-03-12,WATCH_BEAR,-0.7415,0.0,0.7415,0,2,SHUKLA,5,Purna,Bharani,Indra,auspicious,Bava,Ve,exalted,neutral,neutral,0,0,1,1,Su,,dig_Sa|dig_Mo=neutral||neutral|dig_Sa=neutral
2027-03-15,WATCH_BEAR,-0.3786,0.0,0.3786,0,1,SHUKLA,8,Jaya,Mrigashira,Ayushman,auspicious,Vishti,Mo,exalted,neutral,exalted,0,0,0,1,Su,,dig_Sa=neutral
2027-03-16,WATCH_BEAR,-0.3786,0.0,0.3786,0,1,SHUKLA,9,Rikta,Ardra,Saubhagya,auspicious,Balava,Ma,exalted,neutral,friendly,0,0,0,1,Su,,dig_Sa=neutral
2027-03-17,WATCH_BEAR,-0.3786,0.0,0.3786,0,1,SHUKLA,10,Purna,Punarvasu,Shobhana,auspicious,Taitila,Me,exalted,neutral,friendly,0,0,0,1,Su,,dig_Sa=neutral
2027-03-18,WATCH_BEAR,-0.3786,0.0,0.3786,0,1,SHUKLA,11,Nanda,Pushya,Atiganda,inauspicious,Vishti,Ju,exalted,neutral,own,0,0,1,1,Su,,dig_Sa=neutral
2027-03-19,WATCH_BEAR,-0.3786,0.0,0.3786,0,1,SHUKLA,12,Bhadra,Ashlesha,Sukarma,auspicious,Balava,Ve,exalted,neutral,own,0,0,1,1,Su,,dig_Sa=neutral
2027-03-22,WATCH_BEAR,-0.3786,0.0,0.3786,0,1,KRISHNA,16,Nanda,UttaraPhalguni,Vriddhi,auspicious,Balava,Mo,exalted,neutral,friendly,0,0,0,1,Su,,dig_Sa=neutral
2027-03-23,WATCH_BEAR,-0.3786,0.0,0.3786,0,1,KRISHNA,17,Bhadra,Hasta,Dhruva,auspicious,Taitila,Ma,exalted,neutral,friendly,0,0,0,1,Su,,dig_Sa=neutral
2027-03-24,WATCH_BEAR,-0.7415,0.0,0.7415,0,2,KRISHNA,18,Jaya,Chitra,Vyaghata,inauspicious,Vanija,Me,exalted,neutral,neutral,0,0,1,1,Su,,dig_Sa|dig_Mo=neutral||neutral|dig_Sa=neutral
2027-03-25,WATCH_BEAR,-0.7415,0.0,0.7415,0,2,KRISHNA,19,Rikta,Swati,Harshana,auspicious,Bava,Ju,exalted,neutral,neutral,0,0,1,1,Su,,dig_Sa|dig_Mo=neutral||neutral|dig_Sa=neutral
2027-03-26,WATCH_BEAR,-0.3786,0.0,0.3786,0,1,KRISHNA,20,Purna,Vishakha,Vajra,inauspicious,Kaulava,Ve,exalted,neutral,debilitated,0,0,0,1,Su,,dig_Sa=neutral
2027-03-29,WATCH_BEAR,-0.7415,0.0,0.7415,0,2,KRISHNA,23,Jaya,Mula,Variyan,auspicious,Balava,Mo,exalted,neutral,neutral,0,0,0,1,Su,,dig_Sa|dig_Mo=neutral||neutral|dig_Sa=neutral
2027-03-30,WATCH_BEAR,-0.7415,0.0,0.7415,0,2,KRISHNA,23,Jaya,PurvaAshadha,Parigha,inauspicious,Kaulava,Ma,exalted,neutral,neutral,0,0,0,1,Su,,dig_Sa|dig_Mo=neutral||neutral|dig_Sa=neutral
2027-03-31,WATCH_BEAR,-0.7415,0.0,0.7415,0,2,KRISHNA,24,Rikta,UttaraAshadha,Shiva,auspicious,Garija,Me,exalted,neutral,neutral,0,0,1,1,Su,,dig_Sa|dig_Mo=neutral||neutral|dig_Sa=neutral
2027-04-01,WATCH_BEAR,-0.7415,0.0,0.7415,0,2,KRISHNA,25,Purna,Shravana,Siddha,auspicious,Vishti,Ju,exalted,neutral,neutral,0,0,1,1,Su,,dig_Sa|dig_Mo=neutral||neutral|dig_Sa=neutral
2027-04-02,WATCH_BEAR,-0.7415,0.0,0.7415,0,2,KRISHNA,26,Nanda,Dhanishtha,Sadhya,auspicious,Balava,Ve,exalted,neutral,neutral,0,0,1,1,Su,,dig_Sa|dig_Mo=neutral||neutral|dig_Sa=neutral
2027-04-05,WATCH_BEAR,-0.7415,0.0,0.7415,0,2,KRISHNA,29,Rikta,PurvaBhadrapada,Brahma,auspicious,Vishti,Mo,exalted,neutral,neutral,0,0,0,1,Su,,dig_Sa|dig_Mo=neutral||neutral|dig_Sa=neutral
2027-04-06,WATCH_BEAR,-0.7415,0.0,0.7415,0,2,KRISHNA,30,Purna,UttaraBhadrapada,Indra,auspicious,Chatushpada,Ma,exalted,neutral,neutral,0,1,0,1,Su,,dig_Sa|dig_Mo=neutral||neutral|dig_Sa=neutral
2027-04-07,WATCH_BEAR,-0.7415,0.0,0.7415,0,2,SHUKLA,1,Nanda,Revati,Vaidhriti,inauspicious,Bava,Me,exalted,neutral,neutral,0,1,0,1,Su,,dig_Sa|dig_Mo=neutral||neutral|dig_Sa=neutral
2027-04-08,WATCH_BEAR,-0.7415,0.0,0.7415,0,2,SHUKLA,2,Bhadra,Ashwini,Vishkambha,inauspicious,Kaulava,Ju,exalted,neutral,neutral,0,0,1,1,Su,,dig_Sa|dig_Mo=neutral||neutral|dig_Sa=neutral
2027-04-09,WATCH_BEAR,-0.7415,0.0,0.7415,0,2,SHUKLA,3,Jaya,Krittika,Priti,auspicious,Garija,Ve,exalted,neutral,neutral,0,0,1,1,Su,,dig_Sa|dig_Mo=neutral||neutral|dig_Sa=neutral
2027-04-12,WATCH_BEAR,-0.3786,0.0,0.3786,0,1,SHUKLA,6,Nanda,Ardra,Atiganda,inauspicious,Taitila,Mo,exalted,neutral,friendly,0,0,0,1,Su,,dig_Sa=neutral
2027-04-13,WATCH_BEAR,-0.3786,0.0,0.3786,0,1,SHUKLA,8,Jaya,Punarvasu,Sukarma,auspicious,Vishti,Ma,exalted,neutral,friendly,0,0,0,1,Su,,dig_Sa=neutral
2027-04-14,WATCH_BEAR,-0.3786,0.0,0.3786,0,1,SHUKLA,9,Rikta,Pushya,Dhriti,auspicious,Balava,Me,exalted,neutral,own,0,0,1,1,Su,,dig_Sa=neutral
2027-04-15,WATCH_BEAR,-0.3786,0.0,0.3786,0,1,SHUKLA,10,Purna,Ashlesha,Shoola,inauspicious,Taitila,Ju,exalted,neutral,own,0,0,1,1,Su,,dig_Sa=neutral
2027-04-16,WATCH_BEAR,-0.3786,0.0,0.3786,0,1,SHUKLA,11,Nanda,Magha,Ganda,inauspicious,Vanija,Ve,exalted,neutral,friendly,0,0,0,1,Su,,dig_Sa=neutral
2027-04-19,WATCH_BEAR,-0.3786,0.0,0.3786,0,1,SHUKLA,14,Rikta,Hasta,Vyaghata,inauspicious,Vanija,Mo,exalted,neutral,friendly,0,0,0,1,Su,,dig_Sa=neutral
2027-04-20,WATCH_BEAR,-0.7415,0.0,0.7415,0,2,SHUKLA,15,Purna,Chitra,Harshana,auspicious,Bava,Ma,exalted,neutral,neutral,0,0,1,1,Su,,dig_Sa|dig_Mo=neutral||neutral|dig_Sa=neutral
2027-04-21,WATCH_BEAR,-0.7415,0.0,0.7415,0,2,KRISHNA,16,Nanda,Swati,Siddhi,auspicious,Kaulava,Me,exalted,neutral,neutral,0,0,1,1,Su,,dig_Sa|dig_Mo=neutral||neutral|dig_Sa=neutral
2027-04-22,WATCH_BEAR,-0.7415,0.0,0.7415,0,2,KRISHNA,17,Bhadra,Vishakha,Vyatipata,inauspicious,Garija,Ju,exalted,neutral,neutral,0,0,1,1,Su,,dig_Sa|dig_Mo=neutral||neutral|dig_Sa=neutral
2027-04-23,WATCH_BEAR,-0.3786,0.0,0.3786,0,1,KRISHNA,18,Jaya,Anuradha,Variyan,auspicious,Vishti,Ve,exalted,neutral,debilitated,0,0,0,1,Su,,dig_Sa=neutral
2027-04-26,PRIME_TRADE_BEAR,-1.053,0.0,1.053,0,3,KRISHNA,21,Nanda,PurvaAshadha,Siddha,auspicious,Garija,Mo,exalted,neutral,neutral,0,0,0,1,Su,,dig_Mo|dig_Ma|dig_Me=neutral||friendly||neutral|dig_Sa|dig_Mo=neutral||neutral|dig_Sa=neutral
2027-04-27,PRIME_TRADE_BEAR,-1.053,0.0,1.053,0,3,KRISHNA,22,Bhadra,UttaraAshadha,Sadhya,auspicious,Vishti,Ma,exalted,neutral,neutral,0,0,0,1,Su,,dig_Mo|dig_Ma|dig_Me=neutral||friendly||neutral|dig_Sa|dig_Mo=neutral||neutral|dig_Sa=neutral
2027-04-28,PRIME_TRADE_BEAR,-1.053,0.0,1.053,0,3,KRISHNA,23,Jaya,UttaraAshadha,Shubha,auspicious,Balava,Me,exalted,neutral,neutral,0,0,1,1,Su,,dig_Mo|dig_Ma|dig_Me=neutral||friendly||neutral|dig_Sa|dig_Mo=neutral||neutral|dig_Sa=neutral
2027-04-29,PRIME_TRADE_BEAR,-1.053,0.0,1.053,0,3,KRISHNA,24,Rikta,Shravana,Shubha,auspicious,Taitila,Ju,exalted,neutral,neutral,0,0,1,1,Su,,dig_Mo|dig_Ma|dig_Me=neutral||friendly||neutral|dig_Sa|dig_Mo=neutral||neutral|dig_Sa=neutral
2027-04-30,PRIME_TRADE_BEAR,-1.053,0.0,1.053,0,3,KRISHNA,25,Purna,Dhanishtha,Shukla,auspicious,Vanija,Ve,exalted,neutral,neutral,0,0,0,1,Su,,dig_Mo|dig_Ma|dig_Me=neutral||friendly||neutral|dig_Sa|dig_Mo=neutral||neutral|dig_Sa=neutral
2027-05-03,PRIME_TRADE_BEAR,-1.053,0.0,1.053,0,3,KRISHNA,27,Bhadra,UttaraBhadrapada,Vaidhriti,inauspicious,Taitila,Mo,exalted,neutral,neutral,0,0,0,1,Su,,dig_Mo|dig_Ma|dig_Me=neutral||friendly||neutral|dig_Sa|dig_Mo=neutral||neutral|dig_Sa=neutral
2027-05-04,PRIME_TRADE_BEAR,-1.053,0.0,1.053,0,3,KRISHNA,28,Jaya,Revati,Priti,auspicious,Vanija,Ma,exalted,neutral,neutral,0,0,0,1,Su,,dig_Mo|dig_Ma|dig_Me=neutral||friendly||neutral|dig_Sa|dig_Mo=neutral||neutral|dig_Sa=neutral
2027-05-05,PRIME_TRADE_BEAR,-1.053,0.0,1.053,0,3,KRISHNA,29,Rikta,Ashwini,Ayushman,auspicious,Shakuni,Me,exalted,neutral,neutral,0,0,1,1,Su,,dig_Mo|dig_Ma|dig_Me=neutral||friendly||neutral|dig_Sa|dig_Mo=neutral||neutral|dig_Sa=neutral
2027-05-06,WATCH_BEAR,-0.7415,0.0,0.7415,0,2,SHUKLA,1,Nanda,Bharani,Saubhagya,auspicious,Kimstughna,Ju,exalted,neutral,neutral,0,1,1,1,Su,,dig_Sa|dig_Mo=neutral||neutral|dig_Sa=neutral
2027-05-07,WATCH_BEAR,-0.3786,0.0,0.3786,0,1,SHUKLA,2,Bhadra,Krittika,Shobhana,auspicious,Balava,Ve,exalted,neutral,exalted,0,0,0,1,Su,,dig_Sa=neutral
2027-05-10,WATCH_BEAR,-0.3786,0.0,0.3786,0,1,SHUKLA,5,Purna,Ardra,Dhriti,auspicious,Balava,Mo,exalted,neutral,friendly,0,0,0,1,Su,,dig_Sa=neutral
2027-05-11,WATCH_BEAR,-0.3786,0.0,0.3786,0,1,SHUKLA,6,Nanda,Pushya,Ganda,inauspicious,Taitila,Ma,exalted,neutral,own,0,0,1,1,Su,,dig_Sa=neutral
2027-05-12,WATCH_BEAR,-0.3786,0.0,0.3786,0,1,SHUKLA,7,Bhadra,Ashlesha,Vriddhi,auspicious,Vanija,Me,exalted,neutral,own,0,0,1,1,Su,,dig_Sa=neutral
2027-05-13,WATCH_BEAR,-0.3786,0.0,0.3786,0,1,SHUKLA,8,Jaya,Magha,Dhruva,auspicious,Bava,Ju,exalted,neutral,friendly,0,0,0,1,Su,,dig_Sa=neutral
2027-05-14,WATCH_BEAR,-0.3786,0.0,0.3786,0,1,SHUKLA,9,Rikta,PurvaPhalguni,Vyaghata,inauspicious,Kaulava,Ve,exalted,neutral,friendly,0,0,0,1,Su,,dig_Sa=neutral
2027-05-17,WATCH_BEAR,-0.3786,0.0,0.3786,0,1,SHUKLA,13,Jaya,Chitra,Siddhi,auspicious,Kaulava,Mo,exalted,neutral,friendly,0,0,0,1,Su,,dig_Sa=neutral
2027-05-18,WATCH_BEAR,-0.7415,0.0,0.7415,0,2,SHUKLA,14,Rikta,Swati,Vyatipata,inauspicious,Garija,Ma,exalted,neutral,neutral,0,0,1,1,Su,,dig_Sa|dig_Mo=neutral||neutral|dig_Sa=neutral
2027-05-19,WATCH_BEAR,-0.7415,0.0,0.7415,0,2,SHUKLA,15,Purna,Vishakha,Variyan,auspicious,Vishti,Me,exalted,neutral,neutral,0,0,1,1,Su,,dig_Sa|dig_Mo=neutral||neutral|dig_Sa=neutral
2027-05-20,WATCH_BEAR,-0.5745,0.0,0.5745,0,2,KRISHNA,16,Nanda,Anuradha,Parigha,inauspicious,Balava,Ju,exalted,neutral,debilitated,0,0,0,1,Su,,paksha|dig_Me|sade_sati_phase=KRISHNA||friendly||rising|dig_Sa=neutral
2027-05-21,WATCH_BEAR,-0.5745,0.0,0.5745,0,2,KRISHNA,17,Bhadra,Jyeshtha,Shiva,auspicious,Taitila,Ve,exalted,neutral,debilitated,0,0,0,1,Su,,paksha|dig_Me|sade_sati_phase=KRISHNA||friendly||rising|dig_Sa=neutral
2027-05-24,WATCH_BEAR,-0.7415,0.0,0.7415,0,2,KRISHNA,19,Rikta,PurvaAshadha,Shubha,auspicious,Balava,Mo,exalted,neutral,neutral,0,0,0,1,Su,,dig_Sa|dig_Mo=neutral||neutral|dig_Sa=neutral
2027-05-25,WATCH_BEAR,-0.7415,0.0,0.7415,0,2,KRISHNA,20,Purna,UttaraAshadha,Shukla,auspicious,Taitila,Ma,exalted,neutral,neutral,0,0,1,1,Su,,dig_Sa|dig_Mo=neutral||neutral|dig_Sa=neutral
2027-05-26,WATCH_BEAR,-0.7415,0.0,0.7415,0,2,KRISHNA,21,Nanda,Shravana,Brahma,auspicious,Vanija,Me,exalted,neutral,neutral,0,0,1,1,Su,,dig_Sa|dig_Mo=neutral||neutral|dig_Sa=neutral
2027-05-27,WATCH_BEAR,-0.7415,0.0,0.7415,0,2,KRISHNA,22,Bhadra,Dhanishtha,Indra,auspicious,Bava,Ju,exalted,neutral,neutral,0,0,1,1,Su,,dig_Sa|dig_Mo=neutral||neutral|dig_Sa=neutral
2027-05-28,WATCH_BEAR,-0.7415,0.0,0.7415,0,2,KRISHNA,23,Jaya,Shatabhisha,Vaidhriti,inauspicious,Balava,Ve,exalted,neutral,neutral,0,0,0,1,Su,,dig_Sa|dig_Mo=neutral||neutral|dig_Sa=neutral
2027-05-31,WATCH_BEAR,-0.7415,0.0,0.7415,0,2,KRISHNA,26,Nanda,Revati,Ayushman,auspicious,Bava,Mo,exalted,neutral,neutral,0,0,0,1,Su,,dig_Sa|dig_Mo=neutral||neutral|dig_Sa=neutral
2027-06-01,WATCH_BEAR,-0.7415,0.0,0.7415,0,2,KRISHNA,27,Bhadra,Ashwini,Saubhagya,auspicious,Kaulava,Ma,exalted,neutral,neutral,0,0,1,1,Su,,dig_Sa|dig_Mo=neutral||neutral|dig_Sa=neutral
2027-06-02,WATCH_BEAR,-0.7415,0.0,0.7415,0,2,KRISHNA,28,Jaya,Bharani,Shobhana,auspicious,Garija,Me,exalted,neutral,neutral,0,0,1,1,Su,,dig_Sa|dig_Mo=neutral||neutral|dig_Sa=neutral
2027-06-03,WATCH_BEAR,-0.3753,0.0,0.3753,0,1,KRISHNA,29,Rikta,Krittika,Atiganda,inauspicious,Shakuni,Ju,exalted,debilitated,exalted,0,0,0,0,Su,,sade_sati_phase=none
2027-06-04,WATCH_BEAR,-0.3753,0.0,0.3753,0,1,KRISHNA,30,Purna,Rohini,Dhriti,auspicious,Naga,Ve,exalted,debilitated,exalted,0,1,0,0,Su,,sade_sati_phase=none
2027-06-07,WATCH_BEAR,-0.7423,0.0,0.7423,0,2,SHUKLA,4,Rikta,Punarvasu,Vriddhi,auspicious,Vanija,Mo,exalted,debilitated,friendly,0,0,0,0,Su,,paksha|sade_sati_phase=SHUKLA||none|sade_sati_phase=none
2027-06-08,WATCH_BEAR,-0.7423,0.0,0.7423,0,2,SHUKLA,5,Purna,Pushya,Dhruva,auspicious,Bava,Ma,exalted,debilitated,own,0,0,1,0,Su,,paksha|sade_sati_phase=SHUKLA||none|sade_sati_phase=none
2027-06-09,WATCH_BEAR,-0.7423,0.0,0.7423,0,2,SHUKLA,6,Nanda,Ashlesha,Vyaghata,inauspicious,Kaulava,Me,exalted,debilitated,own,0,0,1,0,Su,,paksha|sade_sati_phase=SHUKLA||none|sade_sati_phase=none
2027-06-10,WATCH_BEAR,-0.7423,0.0,0.7423,0,2,SHUKLA,7,Bhadra,Magha,Vajra,inauspicious,Garija,Ju,exalted,debilitated,friendly,0,0,0,0,Su,,paksha|sade_sati_phase=SHUKLA||none|sade_sati_phase=none
